taxid	kingdom	phylum	class	order	family	genus	species	species_epithet	species_short	scientificName	currentName	identifiedBy	recordedBy	recordNumber	year	country	department	locality details	source	notes
300238	Protista	Amoebozoa	Eumycetozoa	Liceales	Cribrariaceae	Cribraria	Cribraria sp.	sp.	Cribraria sp.	Cribraria	Cribraria sp.	"Alexopoulos, C. J."	"Alexopoulos, C. J."	82	1966	Honduras			Mycoportal	
300238	Protista	Amoebozoa	Eumycetozoa	Liceales	Cribrariaceae	Cribraria	Cribraria sp.	sp.	Cribraria sp.	Cribraria	Cribraria sp.	"Alexopoulos, C. J."	"Alexopoulos, C. J."		1966	Honduras			Mycoportal	
400102	Protista	Amoebozoa	Eumycetozoa	Stemonitida	Stemonitidae	Comatricha	Comatricha sp.	sp.	Comatricha sp.	Comatricha	Comatricha sp.	"Alexopoulos, C. J."	"Alexopoulos, C. J."	H23	1966	Honduras			Mycoportal	
435414	Protista	Amoebozoa	Eumycetozoa	Protostelida	Ceratiomyxaceae	Ceratiomyxa	Ceratiomyxa fruticulosa	fruticulosa	C. fruticulosa	Ceratiomyxa fruticulosa	Ceratiomyxa fruticulosa	"Alexopoulos, C. J."	"Alexopoulos, C. J."	H6	1966	Honduras			Mycoportal	
1053258	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	Thelonectria lucida	lucida	T. lucida	Cylindrocarpon lucidum	Thelonectria lucida				1966	Honduras			IndexFungorum	
1258716	Protista	Amoebozoa	Eumycetozoa	Stemonitida	Stemonitidae	Stemonaria	Stemonaria sp.	sp.	Stemonaria sp.	Stemonaria	Stemonaria sp.	"Alexopoulos, C. J."	"Alexopoulos, C. J."	31	1966	Honduras			Mycoportal	
191108	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Pannaria	Pannaria lurida	lurida	P. lurida	Pannaria lurida	Pannaria lurida	P.M. J??rgensen	"Harris, R. C."		1967	Honduras	Atlántida	"Ocala National Forest, oak scrub around wet prairie south of Long Pond"	Mycoportal	
190598	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Uredo	Uredo sp.	sp.	Uredo sp.	Uredo	Uredo sp.		"Standley, P. C."	56058	1967	Honduras	Comayagua	"vicinity of Siguatepeque, alt. 1080-1400 m."	Mycoportal	
62703	Fungi	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Oidium	Oidium sp.	sp.	Oidium sp.	Oidium	Oidium sp.	"Muller, A. S."	"Muller, A. S."		1967	Honduras	Francisco Morazán	Zamorano	Mycoportal	
338549	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Raveneliaceae	Ravenelia	Ravenelia spegazziniana	spegazziniana	R. spegazziniana	Ravenelia siliquae	Ravenelia spegazziniana	"Pollack, F. G.; Watson, A. J."	Humphreys G. B.; Taussig W. H.		1967	Honduras	Francisco Morazán		Mycoportal	
338549	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Raveneliaceae	Ravenelia	Ravenelia spegazziniana	spegazziniana	R. spegazziniana	Ravenelia siliquae	Ravenelia spegazziniana	"Pollack, F. G.; Watson, A. J."	Humphreys G. B.; Taussig W. H.		1967	Honduras	Francisco Morazán		Mycoportal	
367878	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Sphenospora	Sphenospora sp.	sp.	Sphenospora sp.	Sphenospora	Sphenospora sp.	"Watson, A. J."	"Hidalgo, J. Jr.; Odermatt, D."		1967	Honduras		Intercepted at Jfkia 014696	Mycoportal	
5073	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium miczynskii	miczynskii	P. miczynskii	Eupenicillium shearii	Penicillium miczynskii				1967	Honduras			IndexFungorum	
5073	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium miczynskii	miczynskii	P. miczynskii	Penicillium shearii	Penicillium miczynskii				1967	Honduras			IndexFungorum	
40996	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	Elsinoe	Elsinoe spondiadis	spondiadis	E. spondiadis	Elsinoe spondiadis	Elsinoe spondiadis				1969	Honduras			IndexFungorum	
5498	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.	sp.	Cladosporium sp.	Cladosporium	Cladosporium sp.	"Hughes, S. J."	"Stover, R. H."		1970	Honduras	Cortés		Mycoportal	
5300	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Coleosporiaceae	Coleosporium	Coleosporium plumeriae	plumeriae	C. plumeriae	Coleosporium plumeriae	Coleosporium plumeriae	"Uecker, F.; Pollack, F. G."			1970	Honduras		"Roaton at Anthony's Key, on the Nw Coast of"	Mycoportal	
169998	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Phakopsoraceae	Phakopsora	Phakopsora zeae	zeae	P. zeae	Phakopsora zeae	Phakopsora zeae				1970	Honduras			Mycoportal	
1	Fungi	Ascomycota	Pezizomycotina class incertae sedis	Pezizomycotina order incertae sedis	Pezizomycotina family incertae sedis	Fumago	Fumago vagans	vagans	F. vagans	Fumago vagans	Fumago vagans	"Farr, M. L."	"Stover, R. H."		1970	Honduras			Mycoportal	
67608	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium stoveri	stoveri	M. stoveri	Fusarium stoveri	Microdochium stoveri				1971	Honduras			IndexFungorum	
439828	Fungi	Ascomycota	Sordariomycetes	Xenospadicoidales	Xenospadicoidaceae	Spadicoides	Spadicoides stoveri	stoveri	S. stoveri	Spadicoides stoveri	Spadicoides stoveri		"Stover, R. H."		1971	Honduras	Yoro		Mycoportal	
37467	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus tinctorius	tinctorius	P. tinctorius	Pisolithus tinctorius	Pisolithus tinctorius		"Janus, D."		1972	Honduras	Comayagua	"Siguatepeque, Lawn Escuela, Ciencias Forestales"	Mycoportal	
338549	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Raveneliaceae	Ravenelia	Ravenelia sp.	sp.	Ravenelia sp.	Ravenelia	Ravenelia sp.		"Clewell, A. F."	3532	1972	Honduras	Gracias a Dios	Ahuas	Mycoportal	
439828	Fungi	Ascomycota	Sordariomycetes	Xenospadicoidales	Xenospadicoidaceae	Spadicoides	Spadicoides stoveri	stoveri	S. stoveri	Spadicoides stoveri	Spadicoides stoveri				1972	Honduras			IndexFungorum	
5314	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma lucidum	lucidum	G. lucidum	Ganoderma lucidum	Ganoderma lucidum	"Lowy, B."	"Lowy, B."		1973	Honduras	Atlántida		Mycoportal	
81051	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Poria	Poria sp.	sp.	Poria sp.	Poria	Poria sp.		"Lowy, B."		1973	Honduras	Atlántida		Mycoportal	
81051	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Poria	Poria sp.	sp.	Poria sp.	Poria	Poria sp.		"Lowy, B."		1973	Honduras	Atlántida		Mycoportal	
103389	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Panaceae	Cymatoderma	Cymatoderma dendriticum	dendriticum	C. dendriticum	Cymatoderma dendriticum	Cymatoderma dendriticum	"Lowy, B."	"Lowy, B."		1973	Honduras	Atlántida		Mycoportal	
435414	Protista	Amoebozoa	Eumycetozoa	Protostelida	Ceratiomyxaceae	Ceratiomyxa	Ceratiomyxa fruticulosa	fruticulosa	C. fruticulosa	Ceratiomyxa fruticulosa	Ceratiomyxa fruticulosa	"Lowy, B."	"Lowy, B."		1973	Honduras	Atlántida		Mycoportal	
5644	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum sp.	sp.	Stereum sp.	Stereum	Stereum sp.		"Lowy, B."		1973	Honduras	Atlántida	Lancetilla Botanic Garden	Mycoportal	
5637	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus sp.	sp.	Polyporus sp.	Polyporus	Polyporus sp.		"Lowy, B."		1973	Honduras	Atlántida	Lancetilla Botanic Garden	Mycoportal	
5637	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus sp.	sp.	Polyporus sp.	Polyporus	Polyporus sp.		"Lowy, B."		1973	Honduras	Atlántida	Lancetilla Botanic Garden	Mycoportal	
5637	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus sp.	sp.	Polyporus sp.	Polyporus	Polyporus sp.		"Lowy, B."		1973	Honduras	Atlántida	Lancetilla Botanic Garden	Mycoportal	
5637	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus sp.	sp.	Polyporus sp.	Polyporus	Polyporus sp.		"Lowy, B."		1973	Honduras	Atlántida	Lancetilla Botanic Garden	Mycoportal	
5637	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus pargamenus	pargamenus	P. pargamenus	Polyporus pargamenus	Polyporus pargamenus	"Lowy, B."	"Lowy, B."		1973	Honduras	Atlántida	Lancetilla Botanic Garden	Mycoportal	
5644	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum sp.	sp.	Stereum sp.	Stereum	Stereum sp.		"Lowy, B."		1973	Honduras	Atlántida	Lancetilla Botanic Garden	Mycoportal	
5644	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum sp.	sp.	Stereum sp.	Stereum	Stereum sp.		"Lowy, B."		1973	Honduras	Atlántida	Lancetilla Botanic Garden	Mycoportal	
5790	Protista	Amoebozoa	Eumycetozoa	Physariida	Physaraceae	Physarum	Physarum sp.	sp.	Physarum sp.	Physarum	Physarum sp.		"Lowy, B."		1973	Honduras	Atlántida	Lancetilla Botanic Garden	Mycoportal	
103391	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Podoscypha	Podoscypha sp.	sp.	Podoscypha sp.	Podoscypha	Podoscypha sp.		"Lowy, B."		1973	Honduras	Atlántida	Lancetilla Botanic Garden	Mycoportal	
5637	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus sp.	sp.	Polyporus sp.	Polyporus	Polyporus sp.	"Lowe, J. L."	"Metes, N. S."		1973	Honduras	Comayagua		Mycoportal	
5637	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus sp.	sp.	Polyporus sp.	Polyporus	Polyporus sp.	"Lowe, J. L."	"Metes, N. S."		1973	Honduras	Comayagua		Mycoportal	
5637	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus sp.	sp.	Polyporus sp.	Polyporus	Polyporus sp.	"Lowe, J. L."	"Metes, N. S."		1973	Honduras	Comayagua		Mycoportal	
5637	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus sp.	sp.	Polyporus sp.	Polyporus	Polyporus sp.		"Metes, N. S."		1973	Honduras	Comayagua		Mycoportal	
40436	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Daedalea	Daedalea quercina	quercina	D. quercina	Daedalea quercina	Daedalea quercina	"Lowe, J. L."	"Metes, N. S."		1973	Honduras	Comayagua		Mycoportal	
40443	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Gloeophyllum	Gloeophyllum berkeleyi	berkeleyi	G. berkeleyi	Daedalea berkeleyi	Gloeophyllum berkeleyi	"Lowe, J. L."	"Metes, N. S."		1973	Honduras	Comayagua		Mycoportal	
40451	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertidae sedis	Trichaptum	Trichaptum trichomallum	trichomallum	T. trichomallum	Polyporus trichomallus	Trichaptum trichomallum		Metes N. S.; Lowe J. L.		1973	Honduras	Comayagua		Mycoportal	
2066992	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Rhodofomes	Rhodofomes roseus	roseus	R. roseus	Fomes roseus	Rhodofomes roseus	"Lowe, J. L."	"Metes, N. S."		1973	Honduras	Comayagua		Mycoportal	
2066992	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Rhodofomes	Rhodofomes roseus	roseus	R. roseus	Fomes roseus	Rhodofomes roseus	"Lowe, J. L."	"Metes, N. S."		1973	Honduras	Comayagua		Mycoportal	
5637	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus sp.	sp.	Polyporus sp.	Polyporus	Polyporus sp.		"Metes, N. S."		1973	Honduras	Comayagua	"Siguatepeque, Comayagua Hilltop, alt. 1400 meters"	Mycoportal	
1	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales family incertae sedis	Fabisporus	Fabisporus sanguineus	sanguineus	F. sanguineus	Polyporus sanguineus	Fabisporus sanguineus	"Lowe, J. L."	"Metes, N. S."		1973	Honduras	Comayagua	"Siguatepeque, Dept. Comayagua alt. 1100 meters"	Mycoportal	
34448	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius sp.	sp.	Marasmius sp.	Marasmius	Marasmius sp.		"Lowy, B."		1973	Honduras	Copán		Mycoportal	
103389	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Panaceae	Cymatoderma	Cymatoderma caperatum	caperatum	C. caperatum	Cymatoderma caperatum	Cymatoderma caperatum	"Lowy, B."	"Lowy, B."		1973	Honduras	Copán		Mycoportal	
104351	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	Crepidotus sp.	sp.	Crepidotus sp.	Crepidotus	Crepidotus sp.		"Lowy, B."		1973	Honduras	Copán		Mycoportal	
5333	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune	commune	S. commune	Schizophyllum commune	Schizophyllum commune	"Lowy, B."	"Lowy, B."		1973	Honduras	Copán	grounds of archeological site of Cop·n.	Mycoportal	
5230	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia delicata	delicata	A. delicata	Auricularia delicata	Auricularia delicata	"Lowy, B."	"Lowy, B."		1973	Honduras	Copán	"Site of ruins, Cop·n."	Mycoportal	
5314	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma sp.	sp.	Ganoderma sp.	Ganoderma	Ganoderma sp.		"Lowy, B."		1973	Honduras	Cortés	"Santa Ana, near San Pedro Sula"	Mycoportal	
5333	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune	commune	S. commune	Schizophyllum commune	Schizophyllum commune	"Cooke, W. B."	"Standley, P. C.; Chacon, P. J."	7113	1974	Honduras	Cortés		Mycoportal	
5468	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Robillarda	Robillarda sp.	sp.	Robillarda sp.	Robillarda	Robillarda sp.	"Pollack, F. G."	"Shorter, M."		1974	Honduras		Intercepted Dulles Airport Virginia #001188	Mycoportal	
348616	Fungi	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Massospora	Massospora fidicinae	fidicinae	M. fidicinae	Massospora fidicinae	Massospora fidicinae				1974	Honduras			IndexFungorum	
338549	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Raveneliaceae	Ravenelia	Ravenelia linda	linda	R. linda	Ravenelia linda	Ravenelia linda				1975	Honduras			IndexFungorum	
2716810	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Musidium	Musidium stromaticum	stromaticum	M. stromaticum	Acremonium stromaticum	Musidium stromaticum		Gams		1975	Honduras			IndexFungorum	
5375	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon nigrescens	nigrescens	R. nigrescens	Rhizopogon nigrescens	Rhizopogon nigrescens		"Ivory, M."	Trappe 9794	1976	Honduras	Comayagua		Mycoportal	
5379	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus granulatus	granulatus	S. granulatus	Suillus granulatus subsp. snellii	Suillus granulatus		"Ivory, S."	45	1976	Honduras	Comayagua		Mycoportal	
5385	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomus	Xerocomus phaeocephalus	phaeocephalus	X. phaeocephalus	Xerocomus phaeocephalus	Xerocomus phaeocephalus		"Ivory, S."	38	1976	Honduras	Comayagua		Mycoportal	
73885	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus chrysenteroides	chrysenteroides	B. chrysenteroides	Boletellus chrysenteroides	Boletellus chrysenteroides		"Ivory, S."	248	1976	Honduras	Comayagua		Mycoportal	
80647	Fungi	Basidiomycota	Agaricomycetes	Boletales	Gyroporaceae	Gyroporus	Gyroporus castaneus	castaneus	G. castaneus	Gyroporus castaneus	Gyroporus castaneus		"Ivory, S."	258	1976	Honduras	Comayagua		Mycoportal	
80671	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Tylopilus	Tylopilus leucomycelinus	leucomycelinus	T. leucomycelinus	Pulveroboletus leucomycelinus	Tylopilus leucomycelinus		"Ivory, T. H."	S-246	1976	Honduras	Comayagua		Mycoportal	
80671	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Tylopilus	Tylopilus hondurensis	hondurensis	T. hondurensis	Tylopilus hondurensis	Tylopilus hondurensis		"Ivory, T. H."	S-249	1976	Honduras	Comayagua		Mycoportal	
80667	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Pulveroboletus	Pulveroboletus trinitensis	trinitensis	P. trinitensis	Chalciporus trinitensis	Pulveroboletus trinitensis		"Ivory, S."	208	1976	Honduras	Comayagua	Lake Yojoa	Mycoportal	
5385	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomus	Xerocomus phaeocephalus	phaeocephalus	X. phaeocephalus	Xerocomus phaeocephalus	Xerocomus phaeocephalus		"Ivory, S."	269	1976	Honduras	Copán	Los Limones	Mycoportal	
5385	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomus	Xerocomus phaeocephalus	phaeocephalus	X. phaeocephalus	Xerocomus phaeocephalus	Xerocomus phaeocephalus		"Ivory, S."	190	1976	Honduras	Santa Bárbara	Near Azacualpa	Mycoportal	
131324	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis	fijiensis	P. fijiensis	Cercospora fijiensis var. difformis	Pseudocercospora fijiensis				1976	Honduras			IndexFungorum	
131324	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis	fijiensis	P. fijiensis	Mycosphaerella fijiensis var. difformis	Pseudocercospora fijiensis				1976	Honduras			IndexFungorum	
109369	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Camillea	Camillea broomeana	broomeana	C. broomeana	Camillea broomeiana	Camillea broomeana	"Rogers, J. D."	"Rogers, J. D."		1977	Honduras	Atlántida	"near Tela, Lancetilla Botanical Garden"	Mycoportal	
326606	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Annulohypoxylon	Annulohypoxylon stygium	stygium	A. stygium	Annulohypoxylon stygium	Annulohypoxylon stygium	"Rogers, J. D."	"Rogers, J. D."		1977	Honduras	Atlántida	"near Tela, Lancetilla Botanical Garden"	Mycoportal	
326606	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Annulohypoxylon	Annulohypoxylon stygium	stygium	A. stygium	Annulohypoxylon stygium	Annulohypoxylon stygium	"Rogers, J. D."	"Rogers, J. D."		1977	Honduras	Atlántida	"near Tela, Lancetilla Botanical Garden"	Mycoportal	
455026	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Phylacia	Phylacia globosa	globosa	P. globosa	Phylacia globosa	Phylacia globosa	"Rogers, J. D."	"Rogers, J. D."		1977	Honduras	Atlántida	"near Tela, Lancetilla Botanical Garden"	Mycoportal	
455026	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Phylacia	Phylacia poculiformis	poculiformis	P. poculiformis	Phylacia poculiformis	Phylacia poculiformis	"Rogers, J. D."	"Rogers, J. D."		1977	Honduras	Atlántida	"near Tela, Lancetilla Botanical Garden"	Mycoportal	
326606	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Annulohypoxylon	Annulohypoxylon stygium	stygium	A. stygium	Annulohypoxylon stygium	Annulohypoxylon stygium	"Rogers, J. D."	"Rogers, J. D."		1977	Honduras	Comayagua	"Lago Yojoa, 14.869683  -87.986939 +-8500m"	Mycoportal	
455026	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Phylacia	Phylacia sagrana	sagrana	P. sagrana	Phylacia sagraeana	Phylacia sagrana		"Rogers, J. D."		1977	Honduras	Cortés	Lago de Yojoa	Mycoportal	
455026	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Phylacia	Phylacia sagrana	sagrana	P. sagrana	Phylacia sagraeana	Phylacia sagrana		"Rogers, J. D."		1977	Honduras	Cortés	Lago de Yojoa	Mycoportal	
42308	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon laurus	laurus	H. laurus	Hypoxylon laurus	Hypoxylon laurus	"Rogers, J. D."	"Rogers, J. D."		1977	Honduras	Francisco Morazán		Mycoportal	
97376	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia grenadensis	grenadensis	B. grenadensis	Hypoxylon grenadense var. macrosporum	Biscogniauxia grenadensis	"Rogers, J. D."	"Rogers, J. D."		1977	Honduras	Francisco Morazán		Mycoportal	
97376	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia capnodes	capnodes	B. capnodes	Hypoxylon nummularium var. rumpens	Biscogniauxia capnodes	"Rogers, J. D."	"Rogers, J. D."		1977	Honduras	Francisco Morazán		Mycoportal	
97376	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia weldenii	weldenii	B. weldenii	Hypoxylon weldenii var. microsporum	Biscogniauxia weldenii	"Rogers, J. D."	"J. D. Rogers; Grove, M."		1977	Honduras	Francisco Morazán	"Zamorano, Cloud Forest"	Mycoportal	
172634	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmotrema	Parmotrema eborinum	eborinum	P. eborinum	Parmotrema eborinum	Parmotrema eborinum		"Culberson, W. L.; Culberson, C. F."	18474	1979	Honduras	Comayagua	Distrito Central: 36 km ad septentriones et orientem versus a Comayag	Mycoportal	
172634	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmotrema	Parmotrema flavescens	flavescens	P. flavescens	Parmotrema flavescens	Parmotrema flavescens		"Culberson, W. L.; Culberson, C. F."	18477	1979	Honduras	Comayagua	Distrito Central: 36 km ad septentriones et orientem versus a Comayag	Mycoportal	
172634	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmotrema	Parmotrema flavescens	flavescens	P. flavescens	Parmotrema flavescens	Parmotrema flavescens		"Culberson, W. L.; Culberson, C. F."	18358	1979	Honduras	El Paraíso	El Para	Mycoportal	
172634	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmotrema	Parmotrema flavescens	flavescens	P. flavescens	Parmotrema flavescens	Parmotrema flavescens		"Culberson, W. L.; Culberson, C. F."	18358	1979	Honduras	El Paraíso	"Secus viam ad Teupasenti, 2 km ad septentriones versus a via inter Tegucigalpa & Danli. Ad saxum"	Mycoportal	
